Feature,VIF
PeerScore,6.4673691436192104
RecruiterScore,2.1102466949089336
MedianGPA,1.2137032363638462
AvgSalaryBonus,6.230318779504697
EmployedAtGrad,2.3034814537123345
Employed3Mo,2.322492918786709
AcceptanceRate,1.9901934914063597
GMAT_Combined,4.021255270399226
