Feature,-10%,-5%,-1%,+1%,+5%,+10%
PeerScore,0.0,0.0,0.0,0.0,0.0,0.0
RecruiterScore,0.0,0.0,0.0,0.0,0.0,0.0
MedianGPA,1.0,0.0,0.0,0.0,0.0,-1.0
AvgSalaryBonus,0.0,0.0,0.0,0.0,0.0,0.0
EmployedAtGrad,0.0,0.0,0.0,0.0,0.0,0.0
Employed3Mo,0.0,0.0,0.0,0.0,0.0,0.0
AcceptanceRate,0.0,0.0,0.0,0.0,0.0,0.0
GMAT_Combined,0.0,0.0,0.0,0.0,0.0,0.0
