Feature,VIF
PeerScore,6.579031429753793
RecruiterScore,2.112210930566577
MedianGPA,1.2252509803543072
AvgSalaryBonus,17.070930627925158
EmployedAtGrad,2.333300833308575
Employed3Mo,2.382911176840418
AcceptanceRate,1.9920683028572055
ProfessionSalaryRank,8.070962480349186
GMAT_Combined,4.111912782829046
