Feature,-10%,-5%,-1%,+1%,+5%,+10%
PeerScore,-2.4954609637571536,-1.2477304818785768,-0.24954609637571679,0.24545517676300221,1.2272758838149969,2.4545517676299866
RecruiterScore,-2.3220375531884088,-1.1610187765942044,-0.2322037553188423,0.2322037553188352,1.1247369398256382,2.249473879651269
MedianGPA,-5.313146097740166,-3.151866329167902,-0.6303732658335832,0.6303732658335832,3.061813005477383,5.403199421430671
AvgSalaryBonus,-2.4394675168815994,-1.1876209969472136,-0.23270083362600502,0.2303853678559804,1.1296643484406523,2.2067661023983263
EmployedAtGrad,-0.6863284602416577,-0.34500932685929797,-0.06838108371248808,0.06656812114227151,0.3316931199486177,0.6285060398670339
Employed3Mo,-1.548836995876428,-0.8317218504924497,-0.17181223473679808,0.1615909885908824,0.8572955993307261,1.7360832793515186
AcceptanceRate,0.20666902711197466,0.10028949400657083,0.019414048310508747,-0.01924529162265287,-0.09551980774656244,-0.18947636792113087
ProfessionSalaryRank,0.1067970716003721,0.052886767977224025,0.01759760955491174,-0.017575969967907668,-0.05270553346595008,-0.09859737138991065
GMAT_Combined,0.0,0.0,0.0,0.07875502181107663,0.3861808762811876,0.754429114980816
