Feature,VIF
PeerScore,6.495428119010046
RecruiterScore,1.956867684269333
MedianGPA,1.3298031043889054
AvgSalaryBonus,15.8067854980199
EmployedAtGrad,2.439499879565414
Employed3Mo,2.36147709460677
AcceptanceRate,1.9786001989774586
ProfessionSalaryRank,7.338661186548882
GMAT_Combined,5.772532727025556
