Feature,-10%,-5%,-1%,+1%,+5%,+10%
PeerScore,-3.320516394849328,-1.6602581974246675,-0.33205163948493777,0.33205163948493777,1.6602581974246675,3.320516394849321
RecruiterScore,-1.6050641766647473,-0.8025320883323701,-0.1605064176664719,0.16050641766646834,0.8025320883323701,1.5564258682809609
MedianGPA,-4.5687785579237605,-2.6651208254555314,-0.5330241650911063,0.5330241650911063,2.588974516156796,4.568778557923757
AvgSalaryBonus,-2.3273433192237434,-1.1330348828373076,-0.2220053050444193,0.21979627192356332,1.0777422451543117,2.1053375887546295
EmployedAtGrad,-0.9071266699390677,-0.4423967086958456,-0.08909345721322381,0.08776809782426653,0.4413439291905519,0.8724024757365214
Employed3Mo,-2.1004757346881675,-1.1354176663444235,-0.23623227089063903,0.23579002006339067,1.171377725478088,2.4477172797817843
AcceptanceRate,-0.02167985428712882,-0.010285328876904032,-0.001992626285918675,0.001981705296259406,0.009837048459004905,0.01951640328132953
ProfessionSalaryRank,0.16302361843313662,0.0807291951943796,0.026865458080209237,-0.026861533164833418,-0.08049676246881177,-0.16086774231653322
GMAT_Combined,-1.7273359669065798,-0.8409684315385348,-0.16478382503158429,0.16314488471399002,0.7999395127612701,1.5626522529150364
