Feature,-10%,-5%,-1%,+1%,+5%,+10%
PeerScore,-2.491250548901892,-1.2456252744509477,-0.24912505489018955,0.24504103759691276,1.2252051879845425,2.450410375969078
RecruiterScore,-2.3016184202162293,-1.1508092101081147,-0.23016184202162293,0.23016184202162293,1.1148464222922456,2.229692844584477
MedianGPA,-4.893055868601046,-2.902660261034521,-0.5805320522069053,0.5805320522069053,2.819727110719244,4.975989018916309
AvgSalaryBonus,-2.447825981950132,-1.1916901999798206,-0.23349814770205768,0.23117474834011986,1.133534971816566,2.2143272514005865
EmployedAtGrad,-0.6176195625443768,-0.3104701638826697,-0.0615353980715625,0.05990393265173566,0.2984870532245054,0.5655857914772966
Employed3Mo,-1.9114809879364323,-1.0264608275114178,-0.212040273488185,0.19942582940339904,1.0580224023090103,2.142569031337576
AcceptanceRate,0.18021565158905162,0.08745256491742026,0.016929074545664946,-0.01678191850159294,-0.08329339249939949,-0.16522363114978234
ProfessionSalaryRank,0.06528522805637138,0.03232976950414468,0.010757448081896825,-0.010744219766252172,-0.03221898054502148,-0.06027273763680796
GMAT_Combined,-2.0333728710348495,-1.1316917728925588,-0.2217499935546634,0.21954543739365917,1.0765400341097369,2.1029620897524666
