Feature,VIF
PeerScore,6.601413284498138
RecruiterScore,2.1334950180333596
MedianGPA,1.428947361887571
AvgSalaryBonus,16.962270384046935
EmployedAtGrad,2.523135437421215
Employed3Mo,2.6846928775060137
AcceptanceRate,1.969389204048938
ProfessionSalaryRank,7.913628239646913
GMAT_Combined,8.332402512047848
