Feature,VIF
PeerScore,6.6064496154442915
RecruiterScore,2.1777931168950295
MedianGPA,1.2145985465427964
AvgSalaryBonus,6.336694952783433
EmployedAtGrad,2.303648119764094
Employed3Mo,2.328763220063576
AcceptanceRate,2.0206427313337048
GMAT_Combined,4.213562457308078
GRE_Final,1.9713847026585611
