Feature,VIF
PeerScore,6.685534896373636
RecruiterScore,1.9968332871461993
MedianGPA,1.3225225560034832
AvgSalaryBonus,16.282056922995036
EmployedAtGrad,2.3181531613616855
Employed3Mo,2.12723621379284
AcceptanceRate,1.874183558619091
ProfessionSalaryRank,7.4775460007493395
GMAT_Combined,4.099364593280057
